date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2024-11-13,2024,11,13,chokepoint6,Strait of Hormuz,14,11,5,3,34,33,67,286830,314357,38573,7590,1420187,647352,2067539
2024-11-14,2024,11,14,chokepoint6,Strait of Hormuz,18,10,7,5,45,40,85,483331,485394,18832,0,1907145,987558,2894703
2024-11-15,2024,11,15,chokepoint6,Strait of Hormuz,12,15,4,1,39,32,71,439462,579931,17238,0,1373889,1036633,2410523
2024-11-16,2024,11,16,chokepoint6,Strait of Hormuz,14,11,3,0,32,28,60,333174,386051,14468,0,1551174,733694,2284868
2024-11-17,2024,11,17,chokepoint6,Strait of Hormuz,22,14,1,3,36,40,76,362881,605245,7249,8065,1581361,983442,2564804
2024-11-18,2024,11,18,chokepoint6,Strait of Hormuz,21,16,6,4,54,47,101,315052,464771,44795,18841,3143712,843459,3987171
2024-11-19,2024,11,19,chokepoint6,Strait of Hormuz,11,8,10,3,37,32,69,228880,205513,87527,6680,1814003,528601,2342604
2024-11-20,2024,11,20,chokepoint6,Strait of Hormuz,12,12,3,3,39,30,69,363744,455122,15614,2060,1697998,836541,2534540
2024-11-21,2024,11,21,chokepoint6,Strait of Hormuz,10,16,1,0,32,27,59,188108,621049,8530,0,2600904,817687,3418592
2024-11-22,2024,11,22,chokepoint6,Strait of Hormuz,23,16,5,4,43,48,91,627980,567471,18479,10451,1837346,1224383,3061729
2024-11-23,2024,11,23,chokepoint6,Strait of Hormuz,9,14,4,2,48,29,77,238202,502144,15611,2783,1702351,758742,2461094
2024-11-24,2024,11,24,chokepoint6,Strait of Hormuz,13,9,4,1,33,27,60,287377,497863,23903,3784,834506,812928,1647435
2024-11-25,2024,11,25,chokepoint6,Strait of Hormuz,12,11,3,7,38,33,71,176101,490430,10241,17222,2638101,693996,3332098
2024-11-26,2024,11,26,chokepoint6,Strait of Hormuz,11,12,6,3,32,32,64,403218,474336,50500,2504,2181097,930559,3111657
2024-11-27,2024,11,27,chokepoint6,Strait of Hormuz,10,8,2,2,34,22,56,247635,370418,28750,2940,1647715,649745,2297460
2024-11-28,2024,11,28,chokepoint6,Strait of Hormuz,11,13,2,2,41,28,69,223320,466072,26032,9744,880462,725169,1605632
2024-11-29,2024,11,29,chokepoint6,Strait of Hormuz,14,9,3,1,50,27,77,504714,567910,15868,0,1651464,1088493,2739957
2024-11-30,2024,11,30,chokepoint6,Strait of Hormuz,18,13,4,0,32,35,67,629758,522497,19098,0,1591526,1171354,2762880
2024-12-01,2024,12,1,chokepoint6,Strait of Hormuz,9,12,6,2,39,29,68,210067,579329,20886,3192,287064,813476,1100540
2024-12-02,2024,12,2,chokepoint6,Strait of Hormuz,11,14,3,3,47,31,78,249862,303061,4704,3192,1816869,560821,2377691
2024-12-03,2024,12,3,chokepoint6,Strait of Hormuz,15,10,3,1,21,29,50,386243,412307,4184,5707,491464,808442,1299907
2024-12-04,2024,12,4,chokepoint6,Strait of Hormuz,16,11,2,1,40,30,70,419751,433692,15799,0,1375778,869243,2245022
2024-12-05,2024,12,5,chokepoint6,Strait of Hormuz,8,11,3,2,30,24,54,128027,312898,37051,5228,1358820,483205,1842025
2024-12-06,2024,12,6,chokepoint6,Strait of Hormuz,7,10,3,5,25,25,50,72435,237629,26578,8530,1004632,345172,1349805
2024-12-07,2024,12,7,chokepoint6,Strait of Hormuz,8,11,3,1,33,23,56,178973,286844,32019,10184,1641862,508021,2149883
2024-12-08,2024,12,8,chokepoint6,Strait of Hormuz,10,7,1,0,26,18,44,194826,180648,2093,0,830705,377567,1208273
2024-12-09,2024,12,9,chokepoint6,Strait of Hormuz,13,12,5,1,32,31,63,358162,667849,24016,5951,1648631,1055980,2704611
2024-12-10,2024,12,10,chokepoint6,Strait of Hormuz,9,9,5,4,36,27,63,204665,411703,43452,10094,1611980,669915,2281896
2024-12-11,2024,12,11,chokepoint6,Strait of Hormuz,13,9,7,3,39,32,71,316421,197989,24154,4886,1665606,543452,2209058
2024-12-12,2024,12,12,chokepoint6,Strait of Hormuz,15,17,5,2,51,39,90,254695,789149,27286,0,2195337,1071131,3266468
2024-12-13,2024,12,13,chokepoint6,Strait of Hormuz,9,12,4,2,34,27,61,156798,381731,31394,4511,1835831,574436,2410267
2024-12-14,2024,12,14,chokepoint6,Strait of Hormuz,11,9,4,0,34,24,58,346750,342433,11883,0,1627282,701067,2328350
2024-12-15,2024,12,15,chokepoint6,Strait of Hormuz,14,14,8,0,41,36,77,448496,629151,5287,0,2463148,1082935,3546084
2024-12-16,2024,12,16,chokepoint6,Strait of Hormuz,13,10,3,3,49,29,78,330185,391852,18447,13562,2041656,754048,2795704
2024-12-17,2024,12,17,chokepoint6,Strait of Hormuz,17,9,4,2,38,32,70,464170,205656,24156,2510,1192108,696493,1888602
2024-12-18,2024,12,18,chokepoint6,Strait of Hormuz,7,6,0,3,21,16,37,141848,208127,0,5667,1482889,355643,1838532
2024-12-19,2024,12,19,chokepoint6,Strait of Hormuz,15,6,0,4,42,25,67,336929,175248,0,8605,1209144,520783,1729927
2024-12-20,2024,12,20,chokepoint6,Strait of Hormuz,14,7,2,4,54,27,81,565836,415993,15147,8605,1638616,1005582,2644199
2024-12-21,2024,12,21,chokepoint6,Strait of Hormuz,16,11,1,1,38,29,67,312488,463611,11224,0,1979180,787324,2766504
2024-12-22,2024,12,22,chokepoint6,Strait of Hormuz,15,14,3,2,38,34,72,366502,808488,35732,14718,2376161,1225441,3601603
2024-12-23,2024,12,23,chokepoint6,Strait of Hormuz,10,7,7,2,34,26,60,326558,525503,19509,0,1282898,871571,2154469
2024-12-24,2024,12,24,chokepoint6,Strait of Hormuz,12,12,5,2,31,31,62,311392,486222,39366,4709,936846,841690,1778537
2024-12-25,2024,12,25,chokepoint6,Strait of Hormuz,15,16,5,8,31,44,75,284434,790629,28586,23059,1350125,1126710,2476836
2024-12-26,2024,12,26,chokepoint6,Strait of Hormuz,10,10,1,5,35,26,61,244545,472310,20437,22656,1276105,759949,2036055
2024-12-27,2024,12,27,chokepoint6,Strait of Hormuz,14,13,1,2,38,30,68,205426,725342,2436,4074,1933372,937280,2870652
2024-12-28,2024,12,28,chokepoint6,Strait of Hormuz,23,13,3,2,45,41,86,503627,476788,8215,0,2277920,988630,3266551
2024-12-29,2024,12,29,chokepoint6,Strait of Hormuz,14,6,3,0,45,23,68,341425,280177,3413,0,2076179,625015,2701195
2024-12-30,2024,12,30,chokepoint6,Strait of Hormuz,16,11,5,4,27,36,63,367571,488553,17874,8798,849004,882797,1731802
2024-12-31,2024,12,31,chokepoint6,Strait of Hormuz,15,16,5,0,35,36,71,490329,661231,25838,0,1678052,1177399,2855452
2025-01-01,2025,1,1,chokepoint6,Strait of Hormuz,20,12,2,3,51,37,88,371466,315230,8762,5771,2351307,701230,3052538
2025-01-02,2025,1,2,chokepoint6,Strait of Hormuz,13,9,2,5,26,29,55,411639,341475,7973,22594,1469954,783681,2253636
2025-01-03,2025,1,3,chokepoint6,Strait of Hormuz,18,9,7,3,45,37,82,622901,237682,43667,13983,3038303,918234,3956538
2025-01-04,2025,1,4,chokepoint6,Strait of Hormuz,18,14,5,2,48,39,87,666222,610153,36841,0,1621874,1313216,2935091
2025-01-05,2025,1,5,chokepoint6,Strait of Hormuz,13,8,4,1,45,26,71,378427,257066,35480,5411,1752372,676386,2428758
2025-01-06,2025,1,6,chokepoint6,Strait of Hormuz,14,14,5,2,32,35,67,414357,560496,51121,5411,620856,1031386,1652243
2025-01-07,2025,1,7,chokepoint6,Strait of Hormuz,17,14,3,4,40,38,78,493558,644859,20448,6640,2096115,1165506,3261622
2025-01-08,2025,1,8,chokepoint6,Strait of Hormuz,21,14,2,3,36,40,76,458508,475298,13733,5158,1160485,952699,2113184
2025-01-09,2025,1,9,chokepoint6,Strait of Hormuz,15,13,5,1,45,34,79,504094,491138,48578,0,1832266,1043811,2876078
2025-01-10,2025,1,10,chokepoint6,Strait of Hormuz,17,15,3,0,50,35,85,481973,306913,27095,0,2291835,815982,3107817
2025-01-11,2025,1,11,chokepoint6,Strait of Hormuz,18,14,2,1,57,35,92,380488,408074,9208,3315,3317436,801086,4118523
2025-01-12,2025,1,12,chokepoint6,Strait of Hormuz,19,13,4,6,64,42,106,437038,468630,9530,12287,3124955,927487,4052442
2025-01-13,2025,1,13,chokepoint6,Strait of Hormuz,14,13,7,2,45,36,81,424737,511167,54387,8958,2127133,999252,3126385
2025-01-14,2025,1,14,chokepoint6,Strait of Hormuz,15,13,9,6,38,43,81,465357,458093,33375,13084,1728676,969912,2698588
2025-01-15,2025,1,15,chokepoint6,Strait of Hormuz,18,16,4,4,37,42,79,455629,617041,14839,9670,1981160,1097181,3078341
2025-01-16,2025,1,16,chokepoint6,Strait of Hormuz,21,8,5,3,51,37,88,606221,410836,27827,10452,2355638,1055337,3410975
2025-01-17,2025,1,17,chokepoint6,Strait of Hormuz,19,13,1,5,53,38,91,402665,611875,7404,15908,2814758,1037853,3852611
2025-01-18,2025,1,18,chokepoint6,Strait of Hormuz,18,12,4,4,51,38,89,403728,292268,9850,9779,2643122,715626,3358749
2025-01-19,2025,1,19,chokepoint6,Strait of Hormuz,21,14,4,4,41,43,84,690855,555616,17854,5263,1258774,1269588,2528363
2025-01-20,2025,1,20,chokepoint6,Strait of Hormuz,21,12,3,3,49,39,88,596019,278227,20206,6132,1805317,900586,2705904
2025-01-21,2025,1,21,chokepoint6,Strait of Hormuz,13,19,5,4,47,41,88,409413,613098,34361,12327,1656884,1069201,2726085
2025-01-22,2025,1,22,chokepoint6,Strait of Hormuz,13,13,3,1,45,30,75,306398,479839,1445,0,2269515,787682,3057198
2025-01-23,2025,1,23,chokepoint6,Strait of Hormuz,15,13,4,0,49,32,81,421284,763810,10549,0,2079759,1195643,3275403
2025-01-24,2025,1,24,chokepoint6,Strait of Hormuz,20,20,0,3,42,43,85,542598,832268,0,3452,2169879,1378319,3548198
2025-01-25,2025,1,25,chokepoint6,Strait of Hormuz,16,18,3,3,59,40,99,329257,704608,10247,2743,2187162,1046856,3234019
2025-01-26,2025,1,26,chokepoint6,Strait of Hormuz,16,5,5,4,68,30,98,312667,193242,19238,12444,3170629,537593,3708223
2025-01-27,2025,1,27,chokepoint6,Strait of Hormuz,21,16,2,0,47,39,86,707513,539032,12809,0,1103355,1259355,2362711
2025-01-28,2025,1,28,chokepoint6,Strait of Hormuz,15,7,1,6,44,29,73,436272,335968,3218,4346,1978312,779806,2758118
2025-01-29,2025,1,29,chokepoint6,Strait of Hormuz,23,14,4,3,54,44,98,539097,523404,5561,5141,1834211,1073205,2907417
2025-01-30,2025,1,30,chokepoint6,Strait of Hormuz,18,19,2,5,53,44,97,489574,398034,5188,11357,2705647,904155,3609802
2025-01-31,2025,1,31,chokepoint6,Strait of Hormuz,23,7,5,2,50,37,87,577247,158895,10654,4316,1630114,751113,2381228
2025-02-01,2025,2,1,chokepoint6,Strait of Hormuz,15,17,4,0,39,36,75,360533,712947,23819,0,1674602,1097301,2771903
2025-02-02,2025,2,2,chokepoint6,Strait of Hormuz,12,10,3,1,50,26,76,411521,397215,13750,3705,1378171,826193,2204364
2025-02-03,2025,2,3,chokepoint6,Strait of Hormuz,18,14,6,0,53,38,91,523889,730894,6978,0,2493210,1261762,3754973
2025-02-04,2025,2,4,chokepoint6,Strait of Hormuz,16,17,4,4,55,41,96,294361,659327,13862,1892,1865766,969443,2835210
2025-02-05,2025,2,5,chokepoint6,Strait of Hormuz,17,10,4,4,47,35,82,405195,426703,27909,4758,1753702,864566,2618269
2025-02-06,2025,2,6,chokepoint6,Strait of Hormuz,20,17,8,5,40,50,90,409443,676333,23889,12398,2256102,1122064,3378167
2025-02-07,2025,2,7,chokepoint6,Strait of Hormuz,14,12,7,2,33,35,68,333207,753961,26184,7897,1383643,1121251,2504895
2025-02-08,2025,2,8,chokepoint6,Strait of Hormuz,14,18,5,1,42,38,80,471470,781960,29986,0,1405240,1283417,2688658
2025-02-09,2025,2,9,chokepoint6,Strait of Hormuz,17,13,6,2,57,38,95,377268,242815,35788,0,1717641,655872,2373514
2025-02-10,2025,2,10,chokepoint6,Strait of Hormuz,5,14,4,4,57,27,84,232590,581084,16262,8964,3078664,838901,3917566
2025-02-11,2025,2,11,chokepoint6,Strait of Hormuz,20,14,8,7,61,49,110,387607,259558,18013,6458,2248740,671638,2920378
2025-02-12,2025,2,12,chokepoint6,Strait of Hormuz,21,23,6,7,68,57,125,547838,714688,12425,6082,3636376,1281034,4917411
2025-02-13,2025,2,13,chokepoint6,Strait of Hormuz,35,31,7,6,72,79,151,1010137,1206148,10034,3917,3877773,2230238,6108012
2025-02-14,2025,2,14,chokepoint6,Strait of Hormuz,16,11,6,3,56,36,92,382970,245147,22390,8452,2741438,658959,3400397
2025-02-15,2025,2,15,chokepoint6,Strait of Hormuz,17,14,2,3,49,36,85,391595,574260,2967,8121,2157988,976945,3134933
2025-02-16,2025,2,16,chokepoint6,Strait of Hormuz,11,14,4,3,43,32,75,137065,507891,5698,5166,2428946,655821,3084768
2025-02-17,2025,2,17,chokepoint6,Strait of Hormuz,19,10,5,3,43,37,80,451518,324761,22816,4785,2310561,803881,3114442
2025-02-18,2025,2,18,chokepoint6,Strait of Hormuz,21,10,5,3,34,39,73,386826,248272,12151,0,2464650,647250,3111900
2025-02-19,2025,2,19,chokepoint6,Strait of Hormuz,24,7,6,0,58,37,95,501936,124212,25369,0,2725974,651518,3377492
2025-02-20,2025,2,20,chokepoint6,Strait of Hormuz,17,6,6,1,57,30,87,458676,382258,14801,0,2611064,855736,3466801
2025-02-21,2025,2,21,chokepoint6,Strait of Hormuz,21,13,2,4,47,40,87,509375,639920,0,3192,2158389,1152488,3310877
2025-02-22,2025,2,22,chokepoint6,Strait of Hormuz,21,18,8,0,53,47,100,518590,561982,44403,0,3287427,1124976,4412404
2025-02-23,2025,2,23,chokepoint6,Strait of Hormuz,17,13,8,2,33,40,73,391750,466595,29876,11905,891467,900127,1791595
2025-02-24,2025,2,24,chokepoint6,Strait of Hormuz,12,10,1,3,43,26,69,249041,443477,0,2060,1778785,694579,2473364
2025-02-25,2025,2,25,chokepoint6,Strait of Hormuz,13,11,2,1,44,27,71,383996,713319,9015,6131,1721897,1112462,2834360
2025-02-26,2025,2,26,chokepoint6,Strait of Hormuz,12,10,3,2,28,27,55,303695,320917,9060,5133,1199614,638806,1838420
2025-02-27,2025,2,27,chokepoint6,Strait of Hormuz,13,15,6,3,43,37,80,208116,504693,13249,3820,940050,729880,1669931
2025-02-28,2025,2,28,chokepoint6,Strait of Hormuz,10,13,4,0,46,27,73,196547,1335812,43405,0,1405031,1575766,2980797
2025-03-01,2025,3,1,chokepoint6,Strait of Hormuz,11,14,5,3,42,33,75,196584,679558,33598,10090,1932263,919832,2852095
2025-03-02,2025,3,2,chokepoint6,Strait of Hormuz,12,15,4,1,42,32,74,224548,659415,16235,0,2383995,900199,3284195
2025-03-03,2025,3,3,chokepoint6,Strait of Hormuz,12,9,1,0,61,22,83,379025,320804,4418,0,3551132,704248,4255381
2025-03-04,2025,3,4,chokepoint6,Strait of Hormuz,16,14,5,4,51,39,90,458844,668757,34699,10766,2385768,1173067,3558836
2025-03-05,2025,3,5,chokepoint6,Strait of Hormuz,23,19,3,1,54,46,100,562042,574602,13833,4442,2426495,1154921,3581416
2025-03-06,2025,3,6,chokepoint6,Strait of Hormuz,23,11,2,7,85,43,128,361606,499370,1913,11406,4403693,874297,5277990
2025-03-07,2025,3,7,chokepoint6,Strait of Hormuz,14,9,7,1,66,31,97,333468,400789,13529,3818,2012782,751606,2764389
2025-03-08,2025,3,8,chokepoint6,Strait of Hormuz,13,10,5,2,59,30,89,265448,395763,15426,0,2095830,676638,2772469
2025-03-09,2025,3,9,chokepoint6,Strait of Hormuz,14,9,6,1,44,30,74,279179,207303,29383,0,2080133,515866,2595999
2025-03-10,2025,3,10,chokepoint6,Strait of Hormuz,24,7,6,3,51,40,91,692624,291223,25871,12746,3465041,1022465,4487507
2025-03-11,2025,3,11,chokepoint6,Strait of Hormuz,15,11,3,3,33,32,65,488674,687346,5129,0,2542311,1181150,3723461
2025-03-12,2025,3,12,chokepoint6,Strait of Hormuz,21,9,4,1,52,35,87,543171,435338,24262,5858,2745555,1008632,3754187
2025-03-13,2025,3,13,chokepoint6,Strait of Hormuz,24,18,4,2,50,48,98,540908,520326,10996,6152,2076567,1078383,3154951
2025-03-14,2025,3,14,chokepoint6,Strait of Hormuz,17,21,3,2,41,43,84,378485,913665,18899,0,1663097,1311050,2974147
2025-03-15,2025,3,15,chokepoint6,Strait of Hormuz,22,12,8,1,58,43,101,397622,646608,21265,0,2385028,1065495,3450524
2025-03-16,2025,3,16,chokepoint6,Strait of Hormuz,26,15,15,4,71,60,131,739398,873166,100606,8274,3348158,1721446,5069604
2025-03-17,2025,3,17,chokepoint6,Strait of Hormuz,17,20,14,0,48,51,99,431919,811662,62970,0,2368542,1306553,3675096
2025-03-18,2025,3,18,chokepoint6,Strait of Hormuz,24,14,6,3,57,47,104,385764,369278,26752,5359,3311561,787154,4098715
2025-03-19,2025,3,19,chokepoint6,Strait of Hormuz,22,11,4,4,50,41,91,818129,419866,19300,14171,2007546,1271468,3279014
2025-03-20,2025,3,20,chokepoint6,Strait of Hormuz,15,16,3,0,63,34,97,346709,810115,8118,0,3178055,1164943,4342999
2025-03-21,2025,3,21,chokepoint6,Strait of Hormuz,19,13,8,4,62,44,106,364588,640104,57463,10696,2482614,1072852,3555467
2025-03-22,2025,3,22,chokepoint6,Strait of Hormuz,15,6,6,0,44,27,71,309127,230954,35151,0,3006368,575233,3581601
2025-03-23,2025,3,23,chokepoint6,Strait of Hormuz,21,17,7,3,50,48,98,605375,731515,37130,6642,2014740,1380663,3395404
2025-03-24,2025,3,24,chokepoint6,Strait of Hormuz,17,17,1,5,49,40,89,476732,889156,0,17427,1984315,1383317,3367632
2025-03-25,2025,3,25,chokepoint6,Strait of Hormuz,10,11,2,6,44,29,73,152928,458741,21283,16828,897553,649781,1547334
2025-03-26,2025,3,26,chokepoint6,Strait of Hormuz,19,14,2,1,31,36,67,601502,304568,2246,0,952272,908317,1860590
2025-03-27,2025,3,27,chokepoint6,Strait of Hormuz,25,18,3,1,41,47,88,808950,780772,9748,0,2694788,1599471,4294260
2025-03-28,2025,3,28,chokepoint6,Strait of Hormuz,32,24,6,0,73,62,135,757203,1009304,20986,0,3042317,1787494,4829812
2025-03-29,2025,3,29,chokepoint6,Strait of Hormuz,25,21,5,2,90,53,143,691783,739105,43727,5526,4029481,1480143,5509625
2025-03-30,2025,3,30,chokepoint6,Strait of Hormuz,18,15,4,5,84,42,126,396354,574419,30875,12514,2978000,1014164,3992164
2025-03-31,2025,3,31,chokepoint6,Strait of Hormuz,18,14,5,9,57,46,103,460515,543795,29692,19703,3027645,1053707,4081352
2025-04-01,2025,4,1,chokepoint6,Strait of Hormuz,36,19,3,10,73,68,141,836039,576353,40165,23442,3116039,1476001,4592040
2025-04-02,2025,4,2,chokepoint6,Strait of Hormuz,15,19,6,11,53,51,104,295331,496832,54782,23998,1690664,870945,2561610
2025-04-03,2025,4,3,chokepoint6,Strait of Hormuz,14,8,1,4,58,27,85,315491,451847,2192,2993,2659881,772525,3432406
2025-04-04,2025,4,4,chokepoint6,Strait of Hormuz,23,23,7,4,76,57,133,580347,1066872,20548,0,4503955,1667767,6171723
2025-04-05,2025,4,5,chokepoint6,Strait of Hormuz,24,20,4,3,55,51,106,494839,642533,21200,0,2468248,1158573,3626822
2025-04-06,2025,4,6,chokepoint6,Strait of Hormuz,29,16,10,3,68,58,126,737689,836693,72121,11375,2716688,1657879,4374568
2025-04-07,2025,4,7,chokepoint6,Strait of Hormuz,22,13,7,5,67,47,114,470330,498545,37411,7589,2780154,1013876,3794030
2025-04-08,2025,4,8,chokepoint6,Strait of Hormuz,15,17,3,7,76,42,118,356286,667559,8048,12002,3525756,1043896,4569653
2025-04-09,2025,4,9,chokepoint6,Strait of Hormuz,23,26,7,4,74,60,134,625031,823385,19816,3302,2684985,1471536,4156521
2025-04-10,2025,4,10,chokepoint6,Strait of Hormuz,25,21,8,2,67,56,123,571030,561291,32002,3963,3633402,1168288,4801691
2025-04-11,2025,4,11,chokepoint6,Strait of Hormuz,29,21,6,5,69,61,130,802202,585498,31235,13526,3561353,1432462,4993815
2025-04-12,2025,4,12,chokepoint6,Strait of Hormuz,24,22,5,4,61,55,116,549611,612714,48964,0,3862368,1211290,5073658
2025-04-13,2025,4,13,chokepoint6,Strait of Hormuz,25,17,4,3,71,49,120,617957,523217,58286,8538,3880730,1208000,5088731
2025-04-14,2025,4,14,chokepoint6,Strait of Hormuz,22,14,9,5,59,50,109,512670,519591,40869,7871,3216563,1081002,4297566
2025-04-15,2025,4,15,chokepoint6,Strait of Hormuz,10,11,4,3,32,28,60,279520,613389,21045,9741,1219726,923696,2143423
2025-04-16,2025,4,16,chokepoint6,Strait of Hormuz,28,14,6,0,71,48,119,630100,830548,24172,0,3439877,1484821,4924699
2025-04-17,2025,4,17,chokepoint6,Strait of Hormuz,18,10,5,1,35,34,69,456106,812948,54641,5028,1069913,1328724,2398638
2025-04-18,2025,4,18,chokepoint6,Strait of Hormuz,10,9,3,4,21,26,47,219899,355513,16998,9842,903863,602254,1506118
2025-04-19,2025,4,19,chokepoint6,Strait of Hormuz,17,12,1,3,36,33,69,599267,561833,5934,13594,1928138,1180630,3108768
2025-04-20,2025,4,20,chokepoint6,Strait of Hormuz,27,9,3,2,58,41,99,704371,413860,7583,3751,3186428,1129566,4315995
2025-04-21,2025,4,21,chokepoint6,Strait of Hormuz,23,17,6,4,74,50,124,414618,696559,9710,9521,3273360,1130409,4403769
2025-04-22,2025,4,22,chokepoint6,Strait of Hormuz,37,27,8,6,76,78,154,848209,1107576,35701,16317,3558785,2007806,5566591
2025-04-23,2025,4,23,chokepoint6,Strait of Hormuz,19,15,5,4,61,43,104,491328,742181,72711,9820,2815428,1316042,4131470
2025-04-24,2025,4,24,chokepoint6,Strait of Hormuz,24,17,7,5,57,53,110,499778,718092,23709,9363,1844101,1250943,3095045
2025-04-25,2025,4,25,chokepoint6,Strait of Hormuz,11,11,3,3,44,28,72,192355,403397,13556,9107,2071577,618416,2689993
2025-04-26,2025,4,26,chokepoint6,Strait of Hormuz,22,16,5,6,90,49,139,615669,521926,12144,13300,3963917,1163040,5126957
2025-04-27,2025,4,27,chokepoint6,Strait of Hormuz,21,19,3,0,68,43,111,539676,674859,10955,0,3229002,1225491,4454494
2025-04-28,2025,4,28,chokepoint6,Strait of Hormuz,15,15,2,2,53,34,87,290318,499408,6594,7573,2053672,803895,2857568
2025-04-29,2025,4,29,chokepoint6,Strait of Hormuz,18,20,2,2,48,42,90,514361,1006943,2545,2855,1994277,1526706,3520983
2025-04-30,2025,4,30,chokepoint6,Strait of Hormuz,19,22,4,3,50,48,98,322698,965841,7689,16114,2285155,1312343,3597499
2025-05-01,2025,5,1,chokepoint6,Strait of Hormuz,21,20,3,5,75,49,124,534263,832611,4484,7368,4317040,1378728,5695769
2025-05-02,2025,5,2,chokepoint6,Strait of Hormuz,27,11,5,4,72,47,119,673665,490609,33878,5665,2371651,1203818,3575470
2025-05-03,2025,5,3,chokepoint6,Strait of Hormuz,18,10,6,4,50,38,88,403955,292817,32311,11703,2438429,740788,3179218
2025-05-04,2025,5,4,chokepoint6,Strait of Hormuz,18,15,4,3,58,40,98,370428,818680,16090,5247,3786372,1210448,4996820
2025-05-05,2025,5,5,chokepoint6,Strait of Hormuz,27,18,6,1,75,52,127,637105,881791,17182,0,3418375,1536079,4954455
2025-05-06,2025,5,6,chokepoint6,Strait of Hormuz,31,23,7,4,68,65,133,653723,1120442,19652,2470,2810352,1796289,4606642
2025-05-07,2025,5,7,chokepoint6,Strait of Hormuz,20,11,5,5,44,41,85,476953,412349,11674,9122,2284570,910100,3194671
2025-05-08,2025,5,8,chokepoint6,Strait of Hormuz,7,3,2,2,27,14,41,227106,198990,25068,11582,626423,462747,1089171
2025-05-09,2025,5,9,chokepoint6,Strait of Hormuz,18,16,4,4,62,42,104,345469,442571,16456,9708,1787170,814205,2601376
2025-05-10,2025,5,10,chokepoint6,Strait of Hormuz,13,11,8,2,50,34,84,383815,284784,25126,5654,1668370,699381,2367751
2025-05-11,2025,5,11,chokepoint6,Strait of Hormuz,19,14,6,1,65,40,105,330642,633614,20469,0,2738553,984725,3723279
2025-05-12,2025,5,12,chokepoint6,Strait of Hormuz,24,24,7,2,82,57,139,611808,976748,52871,0,3829192,1641429,5470621
2025-05-13,2025,5,13,chokepoint6,Strait of Hormuz,18,24,9,4,71,55,126,445725,796819,27155,16810,2539034,1286511,3825546
2025-05-14,2025,5,14,chokepoint6,Strait of Hormuz,21,18,7,4,72,50,122,503257,537241,22231,12293,3110562,1075024,4185586
2025-05-15,2025,5,15,chokepoint6,Strait of Hormuz,25,8,7,3,52,43,95,675418,324368,48949,6295,2171805,1055032,3226837
2025-05-16,2025,5,16,chokepoint6,Strait of Hormuz,19,22,11,2,59,54,113,407616,846191,135107,3763,3527356,1392678,4920035
2025-05-17,2025,5,17,chokepoint6,Strait of Hormuz,31,18,7,5,67,61,128,842343,954065,36280,10099,2657617,1842788,4500406
2025-05-18,2025,5,18,chokepoint6,Strait of Hormuz,24,16,6,2,70,48,118,508101,735691,20369,4453,3292912,1268615,4561528
2025-05-19,2025,5,19,chokepoint6,Strait of Hormuz,18,14,7,3,54,42,96,534404,293797,5682,1877,1953777,835761,2789539
2025-05-20,2025,5,20,chokepoint6,Strait of Hormuz,22,21,5,6,71,54,125,589010,606394,4585,11834,3709997,1211825,4921823
2025-05-21,2025,5,21,chokepoint6,Strait of Hormuz,24,16,6,4,61,50,111,570663,493578,29850,14405,1510259,1108497,2618756
2025-05-22,2025,5,22,chokepoint6,Strait of Hormuz,24,17,4,6,69,51,120,695305,406250,14839,2272,1927775,1118667,3046443
2025-05-23,2025,5,23,chokepoint6,Strait of Hormuz,15,19,7,4,60,45,105,323043,585785,21786,2984,2829349,933600,3762949
2025-05-24,2025,5,24,chokepoint6,Strait of Hormuz,28,18,10,3,61,59,120,733021,814576,55040,12866,2853695,1615504,4469200
2025-05-25,2025,5,25,chokepoint6,Strait of Hormuz,24,18,5,1,57,48,105,454410,537395,53200,5653,2515692,1050659,3566352
2025-05-26,2025,5,26,chokepoint6,Strait of Hormuz,31,26,6,3,56,66,122,709002,838571,23977,2166,3225735,1573717,4799453
2025-05-27,2025,5,27,chokepoint6,Strait of Hormuz,33,15,6,3,56,57,113,895872,775321,12892,10033,2845632,1694119,4539752
2025-05-28,2025,5,28,chokepoint6,Strait of Hormuz,21,15,9,2,63,47,110,401822,794679,39851,0,3455462,1236353,4691816
2025-05-29,2025,5,29,chokepoint6,Strait of Hormuz,20,19,8,4,85,51,136,595019,917683,36247,2368,4444130,1551318,5995449
2025-05-30,2025,5,30,chokepoint6,Strait of Hormuz,16,18,9,4,86,47,133,387251,615393,51747,8647,2585922,1063038,3648961
2025-05-31,2025,5,31,chokepoint6,Strait of Hormuz,27,22,5,5,68,59,127,530017,706297,28662,2768,3046521,1267745,4314267
2025-06-01,2025,6,1,chokepoint6,Strait of Hormuz,34,17,10,3,69,64,133,896752,635884,32218,17363,3318106,1582219,4900326
2025-06-02,2025,6,2,chokepoint6,Strait of Hormuz,25,18,8,1,57,52,109,691433,410752,24604,3597,2749722,1130388,3880110
2025-06-03,2025,6,3,chokepoint6,Strait of Hormuz,17,19,8,4,60,48,108,509510,976394,23708,10655,2739637,1520268,4259906
